,measure_name,location_id,location_name,sex_id,SEX_NAME,age_group_id,year_id,val,upper,lower,newValCol
125,Prevalence,74,Andorra,2,Female,149,2019,0.275954452,0.412141666,0.166108375,1000.275954452
126,Prevalence,75,Austria,1,Male,149,2019,0.372157719,0.425057871,0.321112224,1000.372157719
127,Prevalence,75,Austria,2,Female,149,2019,0.26279046,0.337014659,0.202447753,1000.26279046
128,Prevalence,76,Belgium,1,Male,149,2019,0.229312009,0.260719797,0.199456698,1000.229312009
129,Prevalence,76,Belgium,2,Female,149,2019,0.206823481,0.256117978,0.164115465,1000.206823481
130,Prevalence,77,Cyprus,1,Male,149,2019,0.410373571,0.466065199,0.351679243,1000.410373571
131,Prevalence,77,Cyprus,2,Female,149,2019,0.185175869,0.26029728,0.125440467,1000.185175869
132,Prevalence,78,Denmark,1,Male,149,2019,0.211020086,0.243425613,0.180310056,1000.211020086
133,Prevalence,78,Denmark,2,Female,149,2019,0.216749789,0.270575996,0.168408459,1000.216749789
134,Prevalence,79,Finland,1,Male,149,2019,0.23506814,0.267013736,0.202841365,1000.23506814
135,Prevalence,79,Finland,2,Female,149,2019,0.231938302,0.293952475,0.181786833,1000.231938302
136,Prevalence,80,France,1,Male,149,2019,0.379912659,0.420832411,0.338333187,1000.379912659
137,Prevalence,80,France,2,Female,149,2019,0.34821221,0.410980859,0.287901638,1000.34821221
138,Prevalence,81,Germany,1,Male,149,2019,0.296732817,0.332662573,0.259980163,1000.296732817
139,Prevalence,81,Germany,2,Female,149,2019,0.235385474,0.290668119,0.189151387,1000.235385474
140,Prevalence,82,Greece,1,Male,149,2019,0.363688478,0.404787997,0.322475227,1000.363688478
141,Prevalence,82,Greece,2,Female,149,2019,0.241923743,0.310633138,0.18383703,1000.241923743
142,Prevalence,83,Iceland,1,Male,149,2019,0.14464608,0.172770167,0.11901012,1000.14464608
143,Prevalence,83,Iceland,2,Female,149,2019,0.139956527,0.195525681,0.098721319,1000.139956527
144,Prevalence,84,Ireland,1,Male,149,2019,0.206354931,0.244157336,0.17143915,1000.206354931
145,Prevalence,84,Ireland,2,Female,149,2019,0.279744431,0.347676609,0.21473309,1000.279744431
146,Prevalence,85,Israel,1,Male,149,2019,0.242610016,0.281522168,0.205985279,1000.242610016
147,Prevalence,85,Israel,2,Female,149,2019,0.12666452,0.179786444,0.084035876,1000.12666452
148,Prevalence,86,Italy,1,Male,149,2019,0.291783464,0.326853441,0.258422054,1000.291783464
149,Prevalence,86,Italy,2,Female,149,2019,0.187347409,0.226438031,0.15447154,1000.187347409
150,Prevalence,87,Luxembourg,1,Male,149,2019,0.281238723,0.32290707,0.238747717,1000.281238723
151,Prevalence,87,Luxembourg,2,Female,149,2019,0.336581729,0.398281249,0.275370006,1000.336581729
152,Prevalence,88,Malta,1,Male,149,2019,0.230959409,0.27692375,0.189333328,1000.230959409
153,Prevalence,88,Malta,2,Female,149,2019,0.242130551,0.315791994,0.178770483,1000.242130551
154,Prevalence,89,Netherlands,1,Male,149,2019,0.248137383,0.284326399,0.215368084,1000.248137383
155,Prevalence,89,Netherlands,2,Female,149,2019,0.225585019,0.278624456,0.179519507,1000.225585019
156,Prevalence,90,Norway,1,Male,149,2019,0.165492217,0.201559394,0.136161532,1000.165492217
157,Prevalence,90,Norway,2,Female,149,2019,0.140286311,0.191643505,0.099544332,1000.140286311
158,Prevalence,91,Portugal,1,Male,149,2019,0.349314265,0.390623208,0.307277171,1000.349314265
159,Prevalence,91,Portugal,2,Female,149,2019,0.290473792,0.349148823,0.232868382,1000.290473792
160,Prevalence,92,Spain,1,Male,149,2019,0.281031524,0.316942982,0.245927018,1000.281031524
161,Prevalence,92,Spain,2,Female,149,2019,0.26073983,0.315779261,0.210516645,1000.26073983
162,Prevalence,93,Sweden,1,Male,149,2019,0.142313907,0.173185872,0.113470275,1000.142313907
163,Prevalence,93,Sweden,2,Female,149,2019,0.164193028,0.225162389,0.111283728,1000.164193028
164,Prevalence,94,Switzerland,1,Male,149,2019,0.272713914,0.31722619,0.23105821,1000.272713914
165,Prevalence,94,Switzerland,2,Female,149,2019,0.204943793,0.273215976,0.148569902,1000.204943793
166,Prevalence,95,United Kingdom,1,Male,149,2019,0.222769942,0.256705645,0.192441325,1000.222769942
167,Prevalence,95,United Kingdom,2,Female,149,2019,0.195012219,0.244461942,0.148715229,1000.195012219
168,Prevalence,97,Argentina,1,Male,149,2019,0.297693188,0.338940227,0.253815128,1000.297693188
169,Prevalence,97,Argentina,2,Female,149,2019,0.176856906,0.239412594,0.124881026,1000.176856906
170,Prevalence,98,Chile,1,Male,149,2019,0.372817274,0.421089492,0.321098785,1000.372817274
171,Prevalence,98,Chile,2,Female,149,2019,0.392344444,0.492148211,0.298314206,1000.392344444
172,Prevalence,99,Uruguay,1,Male,149,2019,0.275650092,0.324460936,0.227685726,1000.275650092
173,Prevalence,99,Uruguay,2,Female,149,2019,0.248509492,0.339376138,0.173464601,1000.248509492
174,Prevalence,101,Canada,1,Male,149,2019,0.170788574,0.207795567,0.137795421,1000.170788574
175,Prevalence,101,Canada,2,Female,149,2019,0.150232699,0.212505145,0.100039927,1000.150232699
176,Prevalence,102,United States of America,1,Male,149,2019,0.184417855,0.209651073,0.163241754,1000.184417855
177,Prevalence,102,United States of America,2,Female,149,2019,0.132516091,0.163875778,0.102994937,1000.132516091
178,Prevalence,103,Latin America and Caribbean,1,Male,149,2019,0.161065902,0.170432946,0.151588848,1000.161065902
179,Prevalence,103,Latin America and Caribbean,2,Female,149,2019,0.071542846,0.082489497,0.06191843,1000.071542846
180,Prevalence,105,Antigua and Barbuda,1,Male,149,2019,0.087697963,0.113429346,0.067011356,1000.087697963
181,Prevalence,105,Antigua and Barbuda,2,Female,149,2019,0.063874212,0.093668388,0.041285248,1000.063874212
182,Prevalence,106,Bahamas,1,Male,149,2019,0.126678506,0.154138036,0.104371696,1000.126678506
183,Prevalence,106,Bahamas,2,Female,149,2019,0.043933096,0.068362948,0.025655405,1000.043933096
184,Prevalence,107,Barbados,1,Male,149,2019,0.131014567,0.163866795,0.101422269,1000.131014567
185,Prevalence,107,Barbados,2,Female,149,2019,0.081696685,0.122017406,0.051858936,1000.081696685
186,Prevalence,108,Belize,1,Male,149,2019,0.200257748,0.243446045,0.160168521,1000.200257748
187,Prevalence,108,Belize,2,Female,149,2019,0.058298512,0.090687468,0.033820355,1000.058298512
188,Prevalence,109,Cuba,1,Male,149,2019,0.186431452,0.225829493,0.150757508,1000.186431452
189,Prevalence,109,Cuba,2,Female,149,2019,0.11798297,0.164274593,0.081542297,1000.11798297
190,Prevalence,110,Dominica,1,Male,149,2019,0.1292633,0.164261971,0.098799486,1000.1292633
191,Prevalence,110,Dominica,2,Female,149,2019,0.086260546,0.137046452,0.049878183,1000.086260546
192,Prevalence,111,Dominican Republic,1,Male,149,2019,0.059903356,0.075793838,0.04631718,1000.059903356
193,Prevalence,111,Dominican Republic,2,Female,149,2019,0.038906873,0.059630949,0.023907979,1000.038906873
194,Prevalence,112,Grenada,1,Male,149,2019,0.145010484,0.181056791,0.113722145,1000.145010484
195,Prevalence,112,Grenada,2,Female,149,2019,0.066397551,0.100766023,0.040618979,1000.066397551
196,Prevalence,113,Guyana,1,Male,149,2019,0.215856827,0.250890797,0.180442099,1000.215856827
197,Prevalence,113,Guyana,2,Female,149,2019,0.04874126,0.076280779,0.029762679,1000.04874126
198,Prevalence,114,Haiti,1,Male,149,2019,0.058532763,0.075517589,0.044828034,1000.058532763
199,Prevalence,114,Haiti,2,Female,149,2019,0.026471605,0.044641868,0.014675192,1000.026471605
200,Prevalence,115,Jamaica,1,Male,149,2019,0.151754587,0.179231061,0.12600225,1000.151754587
201,Prevalence,115,Jamaica,2,Female,149,2019,0.095419542,0.128734466,0.069073252,1000.095419542
202,Prevalence,116,Saint Lucia,1,Male,149,2019,0.152745875,0.195239026,0.119734068,1000.152745875
203,Prevalence,116,Saint Lucia,2,Female,149,2019,0.078319584,0.115005476,0.050460253,1000.078319584
204,Prevalence,117,Saint Vincent and the Grenadines,1,Male,149,2019,0.217087867,0.260423796,0.178691626,1000.217087867
205,Prevalence,117,Saint Vincent and the Grenadines,2,Female,149,2019,0.072844548,0.112767519,0.044081015,1000.072844548
206,Prevalence,118,Suriname,1,Male,149,2019,0.288492129,0.340320186,0.244440984,1000.288492129
207,Prevalence,118,Suriname,2,Female,149,2019,0.090026091,0.131811749,0.05690474,1000.090026091
208,Prevalence,119,Trinidad and Tobago,1,Male,149,2019,0.265053536,0.313337016,0.22309758,1000.265053536
209,Prevalence,119,Trinidad and Tobago,2,Female,149,2019,0.098180984,0.142853148,0.066104641,1000.098180984
210,Prevalence,121,Bolivia (Plurinational State of),1,Male,149,2019,0.178359494,0.214729669,0.14701248,1000.178359494
211,Prevalence,121,Bolivia (Plurinational State of),2,Female,149,2019,0.089871469,0.128926698,0.058376439,1000.089871469
212,Prevalence,122,Ecuador,1,Male,149,2019,0.213318309,0.241185886,0.186498446,1000.213318309
213,Prevalence,122,Ecuador,2,Female,149,2019,0.051158053,0.075505632,0.033733417,1000.051158053
214,Prevalence,123,Peru,1,Male,149,2019,0.123906396,0.152573104,0.101170749,1000.123906396
215,Prevalence,123,Peru,2,Female,149,2019,0.058672895,0.085512928,0.037551552,1000.058672895
216,Prevalence,125,Colombia,1,Male,149,2019,0.165670177,0.197510514,0.136581108,1000.165670177
217,Prevalence,125,Colombia,2,Female,149,2019,0.090828462,0.125573923,0.063232467,1000.090828462
218,Prevalence,126,Costa Rica,1,Male,149,2019,0.151894475,0.185181773,0.124358177,1000.151894475
219,Prevalence,126,Costa Rica,2,Female,149,2019,0.084365938,0.123725488,0.055651951,1000.084365938
220,Prevalence,127,El Salvador,1,Male,149,2019,0.196116325,0.232816291,0.161128626,1000.196116325
221,Prevalence,127,El Salvador,2,Female,149,2019,0.057929158,0.081833871,0.038512548,1000.057929158
222,Prevalence,128,Guatemala,1,Male,149,2019,0.228134453,0.261836989,0.194767854,1000.228134453
223,Prevalence,128,Guatemala,2,Female,149,2019,0.072361774,0.105463861,0.047232609,1000.072361774
224,Prevalence,129,Honduras,1,Male,149,2019,0.23816187,0.279203246,0.198878413,1000.23816187
225,Prevalence,129,Honduras,2,Female,149,2019,0.065326497,0.094310544,0.041807468,1000.065326497
226,Prevalence,130,Mexico,1,Male,149,2019,0.269616855,0.299442964,0.239734823,1000.269616855
227,Prevalence,130,Mexico,2,Female,149,2019,0.101461127,0.134127618,0.07246682,1000.101461127
228,Prevalence,131,Nicaragua,1,Male,149,2019,0.223052325,0.272877244,0.183065587,1000.223052325
229,Prevalence,131,Nicaragua,2,Female,149,2019,0.081919399,0.120700663,0.051042515,1000.081919399
230,Prevalence,132,Panama,1,Male,149,2019,0.107023272,0.132899996,0.084862305,1000.107023272
231,Prevalence,132,Panama,2,Female,149,2019,0.063909998,0.101049672,0.03954647,1000.063909998
232,Prevalence,133,Venezuela (Bolivarian Republic of),1,Male,149,2019,0.181562095,0.228430128,0.14142777,1000.181562095
233,Prevalence,133,Venezuela (Bolivarian Republic of),2,Female,149,2019,0.073276505,0.115918163,0.041460276,1000.073276505
234,Prevalence,135,Brazil,1,Male,149,2019,0.086257943,0.102698398,0.072062136,1000.086257943
235,Prevalence,135,Brazil,2,Female,149,2019,0.05359677,0.074611803,0.035356584,1000.05359677
236,Prevalence,136,Paraguay,1,Male,149,2019,0.163139578,0.200889068,0.128342604,1000.163139578
237,Prevalence,136,Paraguay,2,Female,149,2019,0.07269504,0.115397687,0.043159962,1000.07269504
238,Prevalence,137,North Africa and Middle East,1,Male,149,2019,0.248993976,0.258880838,0.239675151,1000.248993976
239,Prevalence,137,North Africa and Middle East,2,Female,149,2019,0.056013519,0.063546502,0.049437354,1000.056013519
240,Prevalence,139,Algeria,1,Male,149,2019,0.263236575,0.305221449,0.222595703,1000.263236575
241,Prevalence,139,Algeria,2,Female,149,2019,0.016420313,0.027843962,0.008789761,1000.016420313
242,Prevalence,140,Bahrain,1,Male,149,2019,0.262670457,0.313246031,0.220543014,1000.262670457
243,Prevalence,140,Bahrain,2,Female,149,2019,0.068589983,0.099568912,0.045822612,1000.068589983
244,Prevalence,141,Egypt,1,Male,149,2019,0.272585535,0.299263139,0.247522545,1000.272585535
245,Prevalence,141,Egypt,2,Female,149,2019,0.016754257,0.028307455,0.009090525,1000.016754257
246,Prevalence,142,Iran (Islamic Republic of),1,Male,149,2019,0.142254713,0.174390364,0.114159171,1000.142254713
247,Prevalence,142,Iran (Islamic Republic of),2,Female,149,2019,0.037322324,0.059613505,0.021076511,1000.037322324
248,Prevalence,143,Iraq,1,Male,149,2019,0.264726894,0.305719327,0.223767788,1000.264726894
249,Prevalence,143,Iraq,2,Female,149,2019,0.034247048,0.05523313,0.019865482,1000.034247048
250,Prevalence,144,Jordan,1,Male,149,2019,0.444212042,0.478068098,0.408385044,1000.444212042
251,Prevalence,144,Jordan,2,Female,149,2019,0.149536841,0.203650223,0.107154344,1000.149536841
252,Prevalence,145,Kuwait,1,Male,149,2019,0.384364451,0.435754348,0.336520395,1000.384364451
253,Prevalence,145,Kuwait,2,Female,149,2019,0.077628988,0.106396983,0.053090848,1000.077628988
254,Prevalence,146,Lebanon,1,Male,149,2019,0.352180256,0.397929922,0.309898706,1000.352180256
255,Prevalence,146,Lebanon,2,Female,149,2019,0.133105376,0.179888806,0.093115168,1000.133105376
256,Prevalence,147,Libya,1,Male,149,2019,0.235864991,0.287207487,0.191413741,1000.235864991
257,Prevalence,147,Libya,2,Female,149,2019,0.021372545,0.036432744,0.010797893,1000.021372545
258,Prevalence,148,Morocco,1,Male,149,2019,0.14779082,0.177229214,0.121152637,1000.14779082
259,Prevalence,148,Morocco,2,Female,149,2019,0.01767587,0.029304991,0.009916199,1000.01767587
260,Prevalence,149,Palestine,1,Male,149,2019,0.289490975,0.340791463,0.238343453,1000.289490975
261,Prevalence,149,Palestine,2,Female,149,2019,0.032219416,0.053396877,0.017959953,1000.032219416
262,Prevalence,150,Oman,1,Male,149,2019,0.114696952,0.146191645,0.087699093,1000.114696952
263,Prevalence,150,Oman,2,Female,149,2019,0.019253171,0.032524986,0.010269312,1000.019253171
264,Prevalence,151,Qatar,1,Male,149,2019,0.21504949,0.262521664,0.173519794,1000.21504949
265,Prevalence,151,Qatar,2,Female,149,2019,0.062820476,0.097983118,0.037254088,1000.062820476
266,Prevalence,152,Saudi Arabia,1,Male,149,2019,0.208832266,0.244549997,0.177990343,1000.208832266
267,Prevalence,152,Saudi Arabia,2,Female,149,2019,0.025448355,0.042327345,0.014019416,1000.025448355
268,Prevalence,153,Syrian Arab Republic,1,Male,149,2019,0.295205202,0.35163099,0.242033161,1000.295205202
