,measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,val,upper,lower
44,Prevalence,28,Solomon Islands,1,Male,149,15 to 24,2019,0.464590331,0.50862202,0.421070392
45,Prevalence,28,Solomon Islands,2,Female,149,15 to 24,2019,0.189218141,0.241000193,0.14524627
46,Prevalence,29,Tonga,1,Male,149,15 to 24,2019,0.33642242,0.384164016,0.291823309
47,Prevalence,29,Tonga,2,Female,149,15 to 24,2019,0.133605452,0.185700955,0.091155771
48,Prevalence,30,Vanuatu,1,Male,149,15 to 24,2019,0.36383676,0.413134163,0.315640312
49,Prevalence,30,Vanuatu,2,Female,149,15 to 24,2019,0.104753807,0.148256244,0.067107843
50,Prevalence,31,"Central Europe, Eastern Europe, and Central Asia",1,Male,149,15 to 24,2019,0.278075539,0.289536324,0.266604877
51,Prevalence,31,"Central Europe, Eastern Europe, and Central Asia",2,Female,149,15 to 24,2019,0.147205662,0.160916617,0.13470719
52,Prevalence,33,Armenia,1,Male,149,15 to 24,2019,0.383028244,0.421016185,0.348628252
53,Prevalence,33,Armenia,2,Female,149,15 to 24,2019,0.018701783,0.032074112,0.009929759
54,Prevalence,34,Azerbaijan,1,Male,149,15 to 24,2019,0.284210914,0.31913846,0.249455474
55,Prevalence,34,Azerbaijan,2,Female,149,15 to 24,2019,0.024114862,0.040323586,0.01271427
56,Prevalence,35,Georgia,1,Male,149,15 to 24,2019,0.400652231,0.443196937,0.360775175
57,Prevalence,35,Georgia,2,Female,149,15 to 24,2019,0.071375647,0.098183982,0.048912937
58,Prevalence,36,Kazakhstan,1,Male,149,15 to 24,2019,0.242786165,0.280059675,0.208427152
59,Prevalence,36,Kazakhstan,2,Female,149,15 to 24,2019,0.07202955,0.105546565,0.04606664
60,Prevalence,37,Kyrgyzstan,1,Male,149,15 to 24,2019,0.233559142,0.275147024,0.194722708
61,Prevalence,37,Kyrgyzstan,2,Female,149,15 to 24,2019,0.039782034,0.064824057,0.023475834
62,Prevalence,38,Mongolia,1,Male,149,15 to 24,2019,0.354108947,0.402376902,0.306570061
63,Prevalence,38,Mongolia,2,Female,149,15 to 24,2019,0.052123401,0.080988351,0.031753843
64,Prevalence,39,Tajikistan,1,Male,149,15 to 24,2019,0.089261151,0.110495933,0.070603356
65,Prevalence,39,Tajikistan,2,Female,149,15 to 24,2019,0.010068592,0.018819474,0.005000995
66,Prevalence,40,Turkmenistan,1,Male,149,15 to 24,2019,0.166887524,0.206108476,0.131269473
67,Prevalence,40,Turkmenistan,2,Female,149,15 to 24,2019,0.016545656,0.028806042,0.008825361
68,Prevalence,41,Uzbekistan,1,Male,149,15 to 24,2019,0.087561364,0.11200859,0.06726777
69,Prevalence,41,Uzbekistan,2,Female,149,15 to 24,2019,0.013186816,0.0245438,0.006532588
70,Prevalence,43,Albania,1,Male,149,15 to 24,2019,0.441230513,0.479269735,0.404896597
71,Prevalence,43,Albania,2,Female,149,15 to 24,2019,0.124452217,0.182584899,0.079462109
72,Prevalence,44,Bosnia and Herzegovina,1,Male,149,15 to 24,2019,0.313158251,0.362090715,0.268303303
73,Prevalence,44,Bosnia and Herzegovina,2,Female,149,15 to 24,2019,0.243802724,0.325464802,0.172471679
74,Prevalence,45,Bulgaria,1,Male,149,15 to 24,2019,0.377443669,0.42219896,0.329533203
75,Prevalence,45,Bulgaria,2,Female,149,15 to 24,2019,0.396656923,0.470808043,0.325464156
76,Prevalence,46,Croatia,1,Male,149,15 to 24,2019,0.371337888,0.415244445,0.330902607
77,Prevalence,46,Croatia,2,Female,149,15 to 24,2019,0.348788664,0.409884157,0.287840043
78,Prevalence,47,Czechia,1,Male,149,15 to 24,2019,0.351567111,0.388407716,0.315024996
79,Prevalence,47,Czechia,2,Female,149,15 to 24,2019,0.292860744,0.340701068,0.245768902
80,Prevalence,48,Hungary,1,Male,149,15 to 24,2019,0.327927572,0.379165676,0.281773914
81,Prevalence,48,Hungary,2,Female,149,15 to 24,2019,0.296774292,0.374430041,0.23057707
82,Prevalence,49,North Macedonia,1,Male,149,15 to 24,2019,0.376779974,0.423025136,0.333400847
83,Prevalence,49,North Macedonia,2,Female,149,15 to 24,2019,0.238201508,0.300382701,0.181355774
84,Prevalence,50,Montenegro,1,Male,149,15 to 24,2019,0.201776163,0.229918244,0.175350909
85,Prevalence,50,Montenegro,2,Female,149,15 to 24,2019,0.16439832,0.204908609,0.127557897
86,Prevalence,51,Poland,1,Male,149,15 to 24,2019,0.284947472,0.318250588,0.255534228
87,Prevalence,51,Poland,2,Female,149,15 to 24,2019,0.248462206,0.29797246,0.2071739
88,Prevalence,52,Romania,1,Male,149,15 to 24,2019,0.34274207,0.379221982,0.306605716
89,Prevalence,52,Romania,2,Female,149,15 to 24,2019,0.222514179,0.273048095,0.182304887
90,Prevalence,53,Serbia,1,Male,149,15 to 24,2019,0.274579385,0.310280446,0.239630599
91,Prevalence,53,Serbia,2,Female,149,15 to 24,2019,0.335464474,0.39880222,0.274441411
92,Prevalence,54,Slovakia,1,Male,149,15 to 24,2019,0.323509028,0.368632859,0.280648485
93,Prevalence,54,Slovakia,2,Female,149,15 to 24,2019,0.28319487,0.342155059,0.225387037
94,Prevalence,55,Slovenia,1,Male,149,15 to 24,2019,0.32684154,0.36929029,0.28752971
95,Prevalence,55,Slovenia,2,Female,149,15 to 24,2019,0.283786817,0.338789038,0.226082088
96,Prevalence,57,Belarus,1,Male,149,15 to 24,2019,0.36386349,0.412453928,0.314422702
97,Prevalence,57,Belarus,2,Female,149,15 to 24,2019,0.260411968,0.332677593,0.195306644
98,Prevalence,58,Estonia,1,Male,149,15 to 24,2019,0.285854817,0.319466848,0.254322672
99,Prevalence,58,Estonia,2,Female,149,15 to 24,2019,0.206668318,0.253209964,0.165365471
100,Prevalence,59,Latvia,1,Male,149,15 to 24,2019,0.399495519,0.436371201,0.359874528
101,Prevalence,59,Latvia,2,Female,149,15 to 24,2019,0.273824226,0.330231567,0.221062261
102,Prevalence,60,Lithuania,1,Male,149,15 to 24,2019,0.345867062,0.385451977,0.306896414
103,Prevalence,60,Lithuania,2,Female,149,15 to 24,2019,0.285521483,0.345018626,0.240511978
104,Prevalence,61,Republic of Moldova,1,Male,149,15 to 24,2019,0.343940366,0.387990617,0.301717717
105,Prevalence,61,Republic of Moldova,2,Female,149,15 to 24,2019,0.085631564,0.126211788,0.055705811
106,Prevalence,62,Russian Federation,1,Male,149,15 to 24,2019,0.315588433,0.344367474,0.286598077
107,Prevalence,62,Russian Federation,2,Female,149,15 to 24,2019,0.147283576,0.182059338,0.115064459
108,Prevalence,63,Ukraine,1,Male,149,15 to 24,2019,0.352780492,0.398025046,0.314425451
109,Prevalence,63,Ukraine,2,Female,149,15 to 24,2019,0.181448568,0.23664806,0.138383564
110,Prevalence,64,High-income,1,Male,149,15 to 24,2019,0.241617498,0.251433814,0.231307609
111,Prevalence,64,High-income,2,Female,149,15 to 24,2019,0.17204522,0.184648122,0.159195201
112,Prevalence,66,Brunei Darussalam,1,Male,149,15 to 24,2019,0.28108722,0.341879286,0.223769987
113,Prevalence,66,Brunei Darussalam,2,Female,149,15 to 24,2019,0.057758054,0.092970899,0.0327937
114,Prevalence,67,Japan,1,Male,149,15 to 24,2019,0.227058902,0.271166383,0.185598907
115,Prevalence,67,Japan,2,Female,149,15 to 24,2019,0.066010617,0.102750505,0.039514327
116,Prevalence,68,Republic of Korea,1,Male,149,15 to 24,2019,0.297490119,0.348635447,0.245511214
117,Prevalence,68,Republic of Korea,2,Female,149,15 to 24,2019,0.075724165,0.121293816,0.044780543
118,Prevalence,69,Singapore,1,Male,149,15 to 24,2019,0.172822232,0.211246657,0.137919818
119,Prevalence,69,Singapore,2,Female,149,15 to 24,2019,0.074725882,0.116309282,0.045725017
120,Prevalence,71,Australia,1,Male,149,15 to 24,2019,0.156711848,0.192272149,0.12612159
121,Prevalence,71,Australia,2,Female,149,15 to 24,2019,0.14536384,0.206774176,0.098396271
122,Prevalence,72,New Zealand,1,Male,149,15 to 24,2019,0.208349752,0.233242198,0.184759769
123,Prevalence,72,New Zealand,2,Female,149,15 to 24,2019,0.159307936,0.19269073,0.130404419
124,Prevalence,74,Andorra,1,Male,149,15 to 24,2019,0.295801395,0.36145258,0.229275142
125,Prevalence,74,Andorra,2,Female,149,15 to 24,2019,0.275954452,0.412141666,0.166108375
126,Prevalence,75,Austria,1,Male,149,15 to 24,2019,0.372157719,0.425057871,0.321112224
127,Prevalence,75,Austria,2,Female,149,15 to 24,2019,0.26279046,0.337014659,0.202447753
128,Prevalence,76,Belgium,1,Male,149,15 to 24,2019,0.229312009,0.260719797,0.199456698
129,Prevalence,76,Belgium,2,Female,149,15 to 24,2019,0.206823481,0.256117978,0.164115465
130,Prevalence,77,Cyprus,1,Male,149,15 to 24,2019,0.410373571,0.466065199,0.351679243
131,Prevalence,77,Cyprus,2,Female,149,15 to 24,2019,0.185175869,0.26029728,0.125440467
132,Prevalence,78,Denmark,1,Male,149,15 to 24,2019,0.211020086,0.243425613,0.180310056
133,Prevalence,78,Denmark,2,Female,149,15 to 24,2019,0.216749789,0.270575996,0.168408459
134,Prevalence,79,Finland,1,Male,149,15 to 24,2019,0.23506814,0.267013736,0.202841365
135,Prevalence,79,Finland,2,Female,149,15 to 24,2019,0.231938302,0.293952475,0.181786833
136,Prevalence,80,France,1,Male,149,15 to 24,2019,0.379912659,0.420832411,0.338333187
137,Prevalence,80,France,2,Female,149,15 to 24,2019,0.34821221,0.410980859,0.287901638
138,Prevalence,81,Germany,1,Male,149,15 to 24,2019,0.296732817,0.332662573,0.259980163
139,Prevalence,81,Germany,2,Female,149,15 to 24,2019,0.235385474,0.290668119,0.189151387
140,Prevalence,82,Greece,1,Male,149,15 to 24,2019,0.363688478,0.404787997,0.322475227
141,Prevalence,82,Greece,2,Female,149,15 to 24,2019,0.241923743,0.310633138,0.18383703
142,Prevalence,83,Iceland,1,Male,149,15 to 24,2019,0.14464608,0.172770167,0.11901012
143,Prevalence,83,Iceland,2,Female,149,15 to 24,2019,0.139956527,0.195525681,0.098721319
144,Prevalence,84,Ireland,1,Male,149,15 to 24,2019,0.206354931,0.244157336,0.17143915
145,Prevalence,84,Ireland,2,Female,149,15 to 24,2019,0.279744431,0.347676609,0.21473309
146,Prevalence,85,Israel,1,Male,149,15 to 24,2019,0.242610016,0.281522168,0.205985279
147,Prevalence,85,Israel,2,Female,149,15 to 24,2019,0.12666452,0.179786444,0.084035876
148,Prevalence,86,Italy,1,Male,149,15 to 24,2019,0.291783464,0.326853441,0.258422054
149,Prevalence,86,Italy,2,Female,149,15 to 24,2019,0.187347409,0.226438031,0.15447154
150,Prevalence,87,Luxembourg,1,Male,149,15 to 24,2019,0.281238723,0.32290707,0.238747717
151,Prevalence,87,Luxembourg,2,Female,149,15 to 24,2019,0.336581729,0.398281249,0.275370006
152,Prevalence,88,Malta,1,Male,149,15 to 24,2019,0.230959409,0.27692375,0.189333328
153,Prevalence,88,Malta,2,Female,149,15 to 24,2019,0.242130551,0.315791994,0.178770483
154,Prevalence,89,Netherlands,1,Male,149,15 to 24,2019,0.248137383,0.284326399,0.215368084
155,Prevalence,89,Netherlands,2,Female,149,15 to 24,2019,0.225585019,0.278624456,0.179519507
156,Prevalence,90,Norway,1,Male,149,15 to 24,2019,0.165492217,0.201559394,0.136161532
157,Prevalence,90,Norway,2,Female,149,15 to 24,2019,0.140286311,0.191643505,0.099544332
158,Prevalence,91,Portugal,1,Male,149,15 to 24,2019,0.349314265,0.390623208,0.307277171
159,Prevalence,91,Portugal,2,Female,149,15 to 24,2019,0.290473792,0.349148823,0.232868382
160,Prevalence,92,Spain,1,Male,149,15 to 24,2019,0.281031524,0.316942982,0.245927018
161,Prevalence,92,Spain,2,Female,149,15 to 24,2019,0.26073983,0.315779261,0.210516645
162,Prevalence,93,Sweden,1,Male,149,15 to 24,2019,0.142313907,0.173185872,0.113470275
163,Prevalence,93,Sweden,2,Female,149,15 to 24,2019,0.164193028,0.225162389,0.111283728
164,Prevalence,94,Switzerland,1,Male,149,15 to 24,2019,0.272713914,0.31722619,0.23105821
165,Prevalence,94,Switzerland,2,Female,149,15 to 24,2019,0.204943793,0.273215976,0.148569902
166,Prevalence,95,United Kingdom,1,Male,149,15 to 24,2019,0.222769942,0.256705645,0.192441325
167,Prevalence,95,United Kingdom,2,Female,149,15 to 24,2019,0.195012219,0.244461942,0.148715229
168,Prevalence,97,Argentina,1,Male,149,15 to 24,2019,0.297693188,0.338940227,0.253815128
169,Prevalence,97,Argentina,2,Female,149,15 to 24,2019,0.176856906,0.239412594,0.124881026
170,Prevalence,98,Chile,1,Male,149,15 to 24,2019,0.372817274,0.421089492,0.321098785
171,Prevalence,98,Chile,2,Female,149,15 to 24,2019,0.392344444,0.492148211,0.298314206
172,Prevalence,99,Uruguay,1,Male,149,15 to 24,2019,0.275650092,0.324460936,0.227685726
173,Prevalence,99,Uruguay,2,Female,149,15 to 24,2019,0.248509492,0.339376138,0.173464601
174,Prevalence,101,Canada,1,Male,149,15 to 24,2019,0.170788574,0.207795567,0.137795421
175,Prevalence,101,Canada,2,Female,149,15 to 24,2019,0.150232699,0.212505145,0.100039927
176,Prevalence,102,United States of America,1,Male,149,15 to 24,2019,0.184417855,0.209651073,0.163241754
177,Prevalence,102,United States of America,2,Female,149,15 to 24,2019,0.132516091,0.163875778,0.102994937
178,Prevalence,103,Latin America and Caribbean,1,Male,149,15 to 24,2019,0.161065902,0.170432946,0.151588848
179,Prevalence,103,Latin America and Caribbean,2,Female,149,15 to 24,2019,0.071542846,0.082489497,0.06191843
180,Prevalence,105,Antigua and Barbuda,1,Male,149,15 to 24,2019,0.087697963,0.113429346,0.067011356
181,Prevalence,105,Antigua and Barbuda,2,Female,149,15 to 24,2019,0.063874212,0.093668388,0.041285248
182,Prevalence,106,Bahamas,1,Male,149,15 to 24,2019,0.126678506,0.154138036,0.104371696
183,Prevalence,106,Bahamas,2,Female,149,15 to 24,2019,0.043933096,0.068362948,0.025655405
184,Prevalence,107,Barbados,1,Male,149,15 to 24,2019,0.131014567,0.163866795,0.101422269
185,Prevalence,107,Barbados,2,Female,149,15 to 24,2019,0.081696685,0.122017406,0.051858936
186,Prevalence,108,Belize,1,Male,149,15 to 24,2019,0.200257748,0.243446045,0.160168521
187,Prevalence,108,Belize,2,Female,149,15 to 24,2019,0.058298512,0.090687468,0.033820355
188,Prevalence,109,Cuba,1,Male,149,15 to 24,2019,0.186431452,0.225829493,0.150757508
189,Prevalence,109,Cuba,2,Female,149,15 to 24,2019,0.11798297,0.164274593,0.081542297
190,Prevalence,110,Dominica,1,Male,149,15 to 24,2019,0.1292633,0.164261971,0.098799486
191,Prevalence,110,Dominica,2,Female,149,15 to 24,2019,0.086260546,0.137046452,0.049878183
192,Prevalence,111,Dominican Republic,1,Male,149,15 to 24,2019,0.059903356,0.075793838,0.04631718
193,Prevalence,111,Dominican Republic,2,Female,149,15 to 24,2019,0.038906873,0.059630949,0.023907979
194,Prevalence,112,Grenada,1,Male,149,15 to 24,2019,0.145010484,0.181056791,0.113722145
195,Prevalence,112,Grenada,2,Female,149,15 to 24,2019,0.066397551,0.100766023,0.040618979
196,Prevalence,113,Guyana,1,Male,149,15 to 24,2019,0.215856827,0.250890797,0.180442099
197,Prevalence,113,Guyana,2,Female,149,15 to 24,2019,0.04874126,0.076280779,0.029762679
198,Prevalence,114,Haiti,1,Male,149,15 to 24,2019,0.058532763,0.075517589,0.044828034
199,Prevalence,114,Haiti,2,Female,149,15 to 24,2019,0.026471605,0.044641868,0.014675192
200,Prevalence,115,Jamaica,1,Male,149,15 to 24,2019,0.151754587,0.179231061,0.12600225
201,Prevalence,115,Jamaica,2,Female,149,15 to 24,2019,0.095419542,0.128734466,0.069073252
202,Prevalence,116,Saint Lucia,1,Male,149,15 to 24,2019,0.152745875,0.195239026,0.119734068
203,Prevalence,116,Saint Lucia,2,Female,149,15 to 24,2019,0.078319584,0.115005476,0.050460253
204,Prevalence,117,Saint Vincent and the Grenadines,1,Male,149,15 to 24,2019,0.217087867,0.260423796,0.178691626
205,Prevalence,117,Saint Vincent and the Grenadines,2,Female,149,15 to 24,2019,0.072844548,0.112767519,0.044081015
206,Prevalence,118,Suriname,1,Male,149,15 to 24,2019,0.288492129,0.340320186,0.244440984
207,Prevalence,118,Suriname,2,Female,149,15 to 24,2019,0.090026091,0.131811749,0.05690474
208,Prevalence,119,Trinidad and Tobago,1,Male,149,15 to 24,2019,0.265053536,0.313337016,0.22309758
209,Prevalence,119,Trinidad and Tobago,2,Female,149,15 to 24,2019,0.098180984,0.142853148,0.066104641
210,Prevalence,121,Bolivia (Plurinational State of),1,Male,149,15 to 24,2019,0.178359494,0.214729669,0.14701248
211,Prevalence,121,Bolivia (Plurinational State of),2,Female,149,15 to 24,2019,0.089871469,0.128926698,0.058376439
212,Prevalence,122,Ecuador,1,Male,149,15 to 24,2019,0.213318309,0.241185886,0.186498446
213,Prevalence,122,Ecuador,2,Female,149,15 to 24,2019,0.051158053,0.075505632,0.033733417
214,Prevalence,123,Peru,1,Male,149,15 to 24,2019,0.123906396,0.152573104,0.101170749
215,Prevalence,123,Peru,2,Female,149,15 to 24,2019,0.058672895,0.085512928,0.037551552
216,Prevalence,125,Colombia,1,Male,149,15 to 24,2019,0.165670177,0.197510514,0.136581108
217,Prevalence,125,Colombia,2,Female,149,15 to 24,2019,0.090828462,0.125573923,0.063232467
218,Prevalence,126,Costa Rica,1,Male,149,15 to 24,2019,0.151894475,0.185181773,0.124358177
219,Prevalence,126,Costa Rica,2,Female,149,15 to 24,2019,0.084365938,0.123725488,0.055651951
220,Prevalence,127,El Salvador,1,Male,149,15 to 24,2019,0.196116325,0.232816291,0.161128626
221,Prevalence,127,El Salvador,2,Female,149,15 to 24,2019,0.057929158,0.081833871,0.038512548
222,Prevalence,128,Guatemala,1,Male,149,15 to 24,2019,0.228134453,0.261836989,0.194767854
223,Prevalence,128,Guatemala,2,Female,149,15 to 24,2019,0.072361774,0.105463861,0.047232609
224,Prevalence,129,Honduras,1,Male,149,15 to 24,2019,0.23816187,0.279203246,0.198878413
225,Prevalence,129,Honduras,2,Female,149,15 to 24,2019,0.065326497,0.094310544,0.041807468
226,Prevalence,130,Mexico,1,Male,149,15 to 24,2019,0.269616855,0.299442964,0.239734823
227,Prevalence,130,Mexico,2,Female,149,15 to 24,2019,0.101461127,0.134127618,0.07246682
228,Prevalence,131,Nicaragua,1,Male,149,15 to 24,2019,0.223052325,0.272877244,0.183065587
229,Prevalence,131,Nicaragua,2,Female,149,15 to 24,2019,0.081919399,0.120700663,0.051042515
230,Prevalence,132,Panama,1,Male,149,15 to 24,2019,0.107023272,0.132899996,0.084862305
231,Prevalence,132,Panama,2,Female,149,15 to 24,2019,0.063909998,0.101049672,0.03954647
232,Prevalence,133,Venezuela (Bolivarian Republic of),1,Male,149,15 to 24,2019,0.181562095,0.228430128,0.14142777
233,Prevalence,133,Venezuela (Bolivarian Republic of),2,Female,149,15 to 24,2019,0.073276505,0.115918163,0.041460276
234,Prevalence,135,Brazil,1,Male,149,15 to 24,2019,0.086257943,0.102698398,0.072062136
235,Prevalence,135,Brazil,2,Female,149,15 to 24,2019,0.05359677,0.074611803,0.035356584
236,Prevalence,136,Paraguay,1,Male,149,15 to 24,2019,0.163139578,0.200889068,0.128342604
237,Prevalence,136,Paraguay,2,Female,149,15 to 24,2019,0.07269504,0.115397687,0.043159962
238,Prevalence,137,North Africa and Middle East,1,Male,149,15 to 24,2019,0.248993976,0.258880838,0.239675151
239,Prevalence,137,North Africa and Middle East,2,Female,149,15 to 24,2019,0.056013519,0.063546502,0.049437354
240,Prevalence,139,Algeria,1,Male,149,15 to 24,2019,0.263236575,0.305221449,0.222595703
241,Prevalence,139,Algeria,2,Female,149,15 to 24,2019,0.016420313,0.027843962,0.008789761
242,Prevalence,140,Bahrain,1,Male,149,15 to 24,2019,0.262670457,0.313246031,0.220543014
243,Prevalence,140,Bahrain,2,Female,149,15 to 24,2019,0.068589983,0.099568912,0.045822612
244,Prevalence,141,Egypt,1,Male,149,15 to 24,2019,0.272585535,0.299263139,0.247522545
245,Prevalence,141,Egypt,2,Female,149,15 to 24,2019,0.016754257,0.028307455,0.009090525
246,Prevalence,142,Iran (Islamic Republic of),1,Male,149,15 to 24,2019,0.142254713,0.174390364,0.114159171
247,Prevalence,142,Iran (Islamic Republic of),2,Female,149,15 to 24,2019,0.037322324,0.059613505,0.021076511
248,Prevalence,143,Iraq,1,Male,149,15 to 24,2019,0.264726894,0.305719327,0.223767788
249,Prevalence,143,Iraq,2,Female,149,15 to 24,2019,0.034247048,0.05523313,0.019865482
250,Prevalence,144,Jordan,1,Male,149,15 to 24,2019,0.444212042,0.478068098,0.408385044
251,Prevalence,144,Jordan,2,Female,149,15 to 24,2019,0.149536841,0.203650223,0.107154344
252,Prevalence,145,Kuwait,1,Male,149,15 to 24,2019,0.384364451,0.435754348,0.336520395
253,Prevalence,145,Kuwait,2,Female,149,15 to 24,2019,0.077628988,0.106396983,0.053090848
254,Prevalence,146,Lebanon,1,Male,149,15 to 24,2019,0.352180256,0.397929922,0.309898706
255,Prevalence,146,Lebanon,2,Female,149,15 to 24,2019,0.133105376,0.179888806,0.093115168
256,Prevalence,147,Libya,1,Male,149,15 to 24,2019,0.235864991,0.287207487,0.191413741
257,Prevalence,147,Libya,2,Female,149,15 to 24,2019,0.021372545,0.036432744,0.010797893
258,Prevalence,148,Morocco,1,Male,149,15 to 24,2019,0.14779082,0.177229214,0.121152637
259,Prevalence,148,Morocco,2,Female,149,15 to 24,2019,0.01767587,0.029304991,0.009916199
260,Prevalence,149,Palestine,1,Male,149,15 to 24,2019,0.289490975,0.340791463,0.238343453
261,Prevalence,149,Palestine,2,Female,149,15 to 24,2019,0.032219416,0.053396877,0.017959953
262,Prevalence,150,Oman,1,Male,149,15 to 24,2019,0.114696952,0.146191645,0.087699093
263,Prevalence,150,Oman,2,Female,149,15 to 24,2019,0.019253171,0.032524986,0.010269312
264,Prevalence,151,Qatar,1,Male,149,15 to 24,2019,0.21504949,0.262521664,0.173519794
265,Prevalence,151,Qatar,2,Female,149,15 to 24,2019,0.062820476,0.097983118,0.037254088
266,Prevalence,152,Saudi Arabia,1,Male,149,15 to 24,2019,0.208832266,0.244549997,0.177990343
267,Prevalence,152,Saudi Arabia,2,Female,149,15 to 24,2019,0.025448355,0.042327345,0.014019416
268,Prevalence,153,Syrian Arab Republic,1,Male,149,15 to 24,2019,0.295205202,0.35163099,0.242033161
269,Prevalence,153,Syrian Arab Republic,2,Female,149,15 to 24,2019,0.067246623,0.107938419,0.036955774
270,Prevalence,154,Tunisia,1,Male,149,15 to 24,2019,0.371667475,0.41791625,0.32705808
271,Prevalence,154,Tunisia,2,Female,149,15 to 24,2019,0.027091155,0.044208693,0.015533634
272,Prevalence,155,Turkey,1,Male,149,15 to 24,2019,0.455837149,0.488526001,0.421923543
273,Prevalence,155,Turkey,2,Female,149,15 to 24,2019,0.219917796,0.264302167,0.181896314
274,Prevalence,156,United Arab Emirates,1,Male,149,15 to 24,2019,0.170811963,0.204793171,0.139918923
